dropdex_id,artist,track,drop_no,drop_class,secondary_class,dropdex_rank_global,battle_score_abs,dropdex_score_abs,wins,losses,matchups,win_rate,battle_engine_rank
DROP0358,"LEVEL UP, Zingara",The Medium,1,Technical Weapon,Impact Cannon,179.0,42.30275032186396,43.95276392709972,146,176,322,0.453416149068323,179
DROP0405,"Skrillex, Flowdan, Peekaboo",BADDERS,1,Technical Weapon,Impact Cannon,159.0,41.996995803433435,44.42783743795384,144,178,322,0.4472049689440994,180
DROP0112,Rezz,Edge,1,Technical Weapon,Impact Cannon,166.0,43.746812958469064,44.260785537358025,143,179,322,0.4440993788819876,181
DROP0401,Ray Volpe,CRASH OUT,3,Technical Weapon,Filth Monster,183.0,40.013333080193334,43.880461528523526,143,179,322,0.4440993788819876,182
DROP0266,"Black Tiger Sex Machine, Kai Wachi",Save Me,1,Impact Cannon,Technical Weapon,199.0,43.75421305107837,43.38973208185847,143,179,322,0.4440993788819876,183
DROP0264,Alison Wonderland,Again_ Fuck.,2,Technical Weapon,Impact Cannon,177.0,42.2858744927859,44.14429802784526,142,180,322,0.4409937888198758,184
DROP0218,Ray Volpe,Laserbeam,1,Technical Weapon,Filth Monster,184.0,40.44964908961456,43.864264320249134,142,180,322,0.4409937888198758,185
DROP0160,"Jem Cooke, Subtronics",By A Thread (feat. Jem Cooke),2,Filth Monster,Technical Weapon,89.0,47.49737542106166,47.66265339262964,140,182,322,0.43478260869565216,186
DROP0058,Space Laces,This Way,3,Impact Cannon,Technical Weapon,213.0,42.079573745473624,42.73094426116235,140,182,322,0.43478260869565216,187
DROP0372,Crankdat,Redo,1,Technical Weapon,Filth Monster,164.0,39.51545052673518,44.27825809483596,139,183,322,0.43167701863354035,188
DROP0308,Zeds Dead,Sweet Memories,1,Impact Cannon,Technical Weapon,220.0,44.09578063696045,42.47426260134373,138,184,322,0.42857142857142855,189
DROP0233,Virtual Riot,Sh_t_s On F_re,1,Impact Cannon,Technical Weapon,206.0,41.43070968666785,43.02949016204403,137,185,322,0.4254658385093168,190
DROP0249,"Liquid Stranger, Space Jesus",Spaceboss,2,Technical Weapon,Impact Cannon,230.0,41.99469660120534,41.99939505507352,137,185,322,0.4254658385093168,191
DROP0261,Virtual Riot,One Two,2,Technical Weapon,Impact Cannon,161.0,42.77855697641265,44.407103332446184,136,186,322,0.422360248447205,192
DROP0145,Kai Wachi,PRECIOUS,1,Filth Monster,Impact Cannon,187.0,42.22912276697676,43.833430415050046,136,186,322,0.422360248447205,193
DROP0224,Svdden Death,Behemoth,1,Technical Weapon,Impact Cannon,162.0,43.92238534187387,44.38428477946071,135,187,322,0.4192546583850932,194
DROP0373,Crankdat,Redo,2,Technical Weapon,Impact Cannon,173.0,39.81802976485739,44.1892001838287,135,187,322,0.4192546583850932,195
DROP0167,ALLEYCVT,STRANGERS,2,Filth Monster,Cinematic,175.0,38.649404070114485,44.159776217234345,135,187,322,0.4192546583850932,196
DROP0306,Nero,Promises (Skrillex & Nero Remix),2,Technical Weapon,Impact Cannon,189.0,39.86727172917128,43.78858625535692,135,187,322,0.4192546583850932,197
DROP0165,ALLEYCVT,SO DAMN GOOD,3,Filth Monster,Technical Weapon,235.0,38.048325527229,41.78855429680343,135,187,322,0.4192546583850932,198
DROP0278,"Ganja White Night, Mr. Bill, Wasiu",Ego Death,1,Impact Cannon,Technical Weapon,185.0,42.71900416173104,43.85608525477081,132,190,322,0.40993788819875776,199
DROP0365,Wooli,Resurrection,2,Technical Weapon,Filth Monster,188.0,41.66000631552557,43.7998844785181,132,190,322,0.40993788819875776,200
DROP0439,Zomboy,Doomsday,3,Technical Weapon,Impact Cannon,212.0,40.91981716364106,42.75755033121875,132,190,322,0.40993788819875776,201
DROP0130,Zomboy,Terror Squad,1,Technical Weapon,Impact Cannon,244.0,39.56672858363726,41.547328537125146,128,194,322,0.39751552795031053,202
DROP0419,"Black Tiger Sex Machine, Wasiu",Die A God,1,Technical Weapon,Vacuum Striker,124.0,43.034177015348504,46.05462417060015,126,196,322,0.391304347826087,203
DROP0179,"Excision, Wooli",Name Drop,1,Filth Monster,Technical Weapon,167.0,40.56133593019195,44.26000113417849,126,196,322,0.391304347826087,204
DROP0222,"Skrillex, Flowdan, Fred again..",Rumble,2,Technical Weapon,Impact Cannon,193.0,38.66544059660612,43.59927940072659,126,196,322,0.391304347826087,205
DROP0072,"Excision, Space Laces",Throwin_ Elbows,1,Technical Weapon,Impact Cannon,215.0,40.40570197511809,42.61629883495433,126,196,322,0.391304347826087,206
DROP0423,"Datsik, Virtual Riot",Nasty,2,Technical Weapon,Filth Monster,236.0,37.38898047619663,41.756107796456334,126,196,322,0.391304347826087,207
DROP0260,Virtual Riot,One Two,1,Technical Weapon,Impact Cannon,192.0,41.718985090711094,43.63635332406161,125,197,322,0.38819875776397517,208
DROP0200,"GRiZ, Wooli",Chaos Theory,1,Filth Monster,Technical Weapon,154.0,41.067744013718986,44.66350618778035,124,198,322,0.38509316770186336,209
DROP0408,"Subtronics, NGHTMRE, Boogie T",Nuclear Bass Face feat. Boogie T,1,Technical Weapon,Vacuum Striker,157.0,41.13727013584293,44.5534842112364,124,198,322,0.38509316770186336,210
DROP0345,"Excision, Wooli",Titans,3,Impact Cannon,Filth Monster,226.0,40.82028135664725,42.16939911490918,124,198,322,0.38509316770186336,211
DROP0296,"Cojaxx, LSDREAM",PEACE LOVE & WUBZ,1,Impact Cannon,Technical Weapon,246.0,39.54117270368288,41.443596079647754,124,198,322,0.38509316770186336,212
DROP0417,Zingara,The Crossroads,1,Technical Weapon,Impact Cannon,202.0,41.35637437304424,43.275962608592785,121,201,322,0.37577639751552794,213
DROP0051,GRiZ,Infinite,2,Impact Cannon,Technical Weapon,211.0,39.01921979505856,42.76631331136172,121,201,322,0.37577639751552794,214
DROP0364,Wooli,Resurrection,1,Technical Weapon,Filth Monster,218.0,39.401291222461886,42.500520823426,121,201,322,0.37577639751552794,215
DROP0131,Zomboy,Terror Squad,2,Technical Weapon,Impact Cannon,257.0,39.081416205744134,40.90380777908729,119,203,322,0.3695652173913043,216
DROP0287,Mary Droppinz,Drop In,1,Impact Cannon,Technical Weapon,259.0,39.26026281261195,40.84370638462876,119,203,322,0.3695652173913043,217
DROP0166,ALLEYCVT,STRANGERS,1,Filth Monster,Cinematic,204.0,38.189059326423255,43.11314906785231,118,204,322,0.36645962732919257,218
DROP0127,Svdden Death,Prelude I,1,Impact Cannon,Technical Weapon,248.0,38.85205642374551,41.386546709748266,116,206,322,0.36024844720496896,219
DROP0089,"GRiZ, Subtronics",Griztronics,3,Technical Weapon,Impact Cannon,132.0,40.224303588867905,45.7875971415675,115,207,322,0.35714285714285715,220
DROP0050,GRiZ,Funk You Up!,1,Technical Weapon,Impact Cannon,133.0,44.05012164722891,45.70095628756801,113,209,322,0.35093167701863354,221
DROP0376,Crankdat,STFU,2,Technical Weapon,Impact Cannon,219.0,39.85403226413695,42.49801837741583,113,209,322,0.35093167701863354,222
DROP0210,"Levity, Dem Jointz",Flip It,2,Technical Weapon,Impact Cannon,221.0,40.73430190821183,42.3716490172015,113,209,322,0.35093167701863354,223
DROP0104,Levity,Can_t Get Enough,3,Technical Weapon,Impact Cannon,225.0,41.31791990661468,42.20086127121354,111,211,322,0.3447204968944099,224
DROP0305,Nero,Promises (Skrillex & Nero Remix),1,Technical Weapon,Impact Cannon,224.0,37.73083676091787,42.22916528950284,110,212,322,0.3416149068322981,225
DROP0386,"Excision, Sullivan King",Bass To The Dome,3,Filth Monster,Technical Weapon,196.0,38.62570732906467,43.50258566307766,109,213,322,0.3385093167701863,226
DROP0270,Boogie T,Lotis Eater,2,Technical Weapon,Impact Cannon,207.0,41.43382699679556,42.95091871588304,108,214,322,0.33540372670807456,227
DROP0326,Riot Ten,Bass Bop,1,Impact Cannon,Technical Weapon,243.0,40.658354290729704,41.5936525350252,108,214,322,0.33540372670807456,228
DROP0219,Ray Volpe,Laserbeam,2,Technical Weapon,Filth Monster,252.0,37.28564873690943,41.14468982503027,108,214,322,0.33540372670807456,229
DROP0329,Skrillex,VOLTAGE,1,Impact Cannon,Technical Weapon,227.0,38.03419169538868,42.16793679635604,107,215,322,0.33229813664596275,230
DROP0101,Knife Party,Rage Valley,2,Technical Weapon,Impact Cannon,238.0,40.4261366761156,41.72076484255939,106,216,322,0.32919254658385094,231
DROP0039,Excision,Dimension,2,Filth Monster,Impact Cannon,262.0,39.22713506981874,40.729083996108315,105,217,322,0.32608695652173914,232
DROP0073,"Excision, Space Laces",Throwin_ Elbows,2,Technical Weapon,Filth Monster,174.0,41.82027892025232,44.187720018939075,103,219,322,0.3198757763975155,233
DROP0257,"Skrillex, Sirah",Bangarang (feat. Sirah) (feat. Sirah),1,Technical Weapon,Filth Monster,229.0,36.781292136944344,42.09197676500005,103,219,322,0.3198757763975155,234
DROP0353,LEVEL UP,Scared Of The Dark,2,Technical Weapon,Impact Cannon,222.0,38.22151344545781,42.298056232700375,102,220,322,0.3167701863354037,235
DROP0327,Riot Ten,Bass Bop,2,Impact Cannon,Technical Weapon,233.0,42.02915341481832,41.86195242375048,102,220,322,0.3167701863354037,236
DROP0436,Sullivan King,HEADLOCK,3,Impact Cannon,Technical Weapon,237.0,40.129012569872515,41.7265705393451,102,220,322,0.3167701863354037,237
DROP0146,Kai Wachi,PRECIOUS,2,Filth Monster,Technical Weapon,216.0,39.36142589673651,42.57615509023261,98,224,322,0.30434782608695654,238
DROP0263,Alison Wonderland,Again_ Fuck.,1,Technical Weapon,Impact Cannon,266.0,37.78271656470894,40.558982998305424,98,224,322,0.30434782608695654,239
DROP0298,"Cojaxx, LSDREAM",PEACE LOVE & WUBZ,3,Impact Cannon,Technical Weapon,253.0,38.75686586467984,41.11622334764971,97,225,322,0.30124223602484473,240
DROP0422,"Datsik, Virtual Riot",Nasty,1,Technical Weapon,Filth Monster,258.0,38.18137355231265,40.88103590010785,97,225,322,0.30124223602484473,241
DROP0107,"Marauda, Eptic",Wall Of Death,2,Technical Weapon,Filth Monster,261.0,34.1842929841457,40.79081128665407,97,225,322,0.30124223602484473,242
DROP0394,LYNY,Step 2 It,2,Technical Weapon,Impact Cannon,234.0,38.40292634919241,41.82951833775975,95,227,322,0.2950310559006211,243
DROP0282,LYNY,Section,2,Technical Weapon,Impact Cannon,217.0,40.802262476814285,42.51902208805663,94,228,322,0.2919254658385093,244
DROP0320,"Effin, LSDREAM",DIZZY SPELL,1,Technical Weapon,Impact Cannon,232.0,38.98890337555724,41.90899085792845,94,228,322,0.2919254658385093,245
DROP0005,Skrillex,First of the Year,2,Technical Weapon,Pressure Engine,260.0,36.979617000149595,40.80901593892247,94,228,322,0.2919254658385093,246
DROP0196,GRiZ,supadupakulavibe,2,Technical Weapon,Impact Cannon,263.0,38.76843808175102,40.70998528730741,94,228,322,0.2919254658385093,247
DROP0368,Wooli,The Core,2,Technical Weapon,Filth Monster,239.0,37.49548347361933,41.68918651076754,93,229,322,0.2888198757763975,248
DROP0234,Virtual Riot,Sh_t_s On F_re,2,Technical Weapon,Impact Cannon,242.0,38.58731203372875,41.61162479434195,92,230,322,0.2857142857142857,249
DROP0115,Skrillex,Scary Monsters and Nice Sprites,1,Technical Weapon,Impact Cannon,231.0,39.58648476410128,41.913271146365794,89,233,322,0.27639751552795033,250
DROP0038,Space Laces,This Way,1,Technical Weapon,Impact Cannon,245.0,39.13724048825575,41.48084080485397,87,235,322,0.2701863354037267,251
DROP0361,"NGHTMRE, JT Roach, Viperactive",Cyanide,1,Impact Cannon,Technical Weapon,294.0,37.905889838108806,38.58423585577247,87,235,322,0.2701863354037267,252
DROP0393,LYNY,Step 2 It,1,Technical Weapon,Impact Cannon,251.0,39.10234927891592,41.20665922042715,86,236,322,0.2670807453416149,253
DROP0164,ALLEYCVT,SO DAMN GOOD,2,Technical Weapon,Filth Monster,269.0,34.360435685487644,40.30681560085015,86,236,322,0.2670807453416149,254
DROP0341,Ahee,Bass Baddie,2,Technical Weapon,Impact Cannon,255.0,37.22239132126967,40.94897363552689,85,237,322,0.2639751552795031,255
DROP0153,GRiZ,Mystik Dub,2,Technical Weapon,Groove Driver,254.0,38.69353099584271,41.11081434915046,84,238,322,0.2608695652173913,256
DROP0347,LEVEL UP,Alive,2,Technical Weapon,Groove Driver,305.0,35.56311637842611,37.28927324579086,84,238,322,0.2608695652173913,257
DROP0098,Jessica Audiffred,Mess,3,Technical Weapon,Filth Monster,278.0,33.893423547631336,39.4425386669588,81,241,322,0.2515527950310559,258
DROP0281,LYNY,Section,1,Technical Weapon,Impact Cannon,240.0,39.76396937293152,41.683940290293975,79,243,322,0.2453416149068323,259
DROP0259,"Skrillex, Sirah",Bangarang (feat. Sirah) (feat. Sirah),3,Technical Weapon,Filth Monster,250.0,34.63158004387816,41.21338039819327,77,245,322,0.2391304347826087,260
DROP0088,"GRiZ, Subtronics",Griztronics,2,Technical Weapon,Filth Monster,209.0,35.79410052478279,42.777984207695155,76,246,322,0.2360248447204969,261
DROP0221,"Skrillex, Flowdan, Fred again..",Rumble,1,Technical Weapon,Impact Cannon,247.0,36.24074325522947,41.42724783048809,75,247,322,0.2329192546583851,262
DROP0061,Jessica Audiffred,Mess,1,Technical Weapon,Filth Monster,286.0,34.02098269988334,39.159994461997854,75,247,322,0.2329192546583851,263
DROP0307,Nero,Promises (Skrillex & Nero Remix),3,Technical Weapon,Filth Monster,267.0,35.43865792921189,40.52440782013369,74,248,322,0.22981366459627328,264
DROP0031,Excision,Dimension,1,Filth Monster,Technical Weapon,273.0,37.338787061641185,40.023357891817305,74,248,322,0.22981366459627328,265
DROP0209,"Levity, Dem Jointz",Flip It,1,Technical Weapon,Impact Cannon,292.0,37.03857027889848,38.78075072234157,74,248,322,0.22981366459627328,266
DROP0223,"Skrillex, Flowdan, Fred again..",Rumble,3,Technical Weapon,Impact Cannon,241.0,36.57440534195395,41.65524656402331,73,249,322,0.2267080745341615,267
DROP0069,Doctor P,Tetris,1,Technical Weapon,Pressure Engine,274.0,36.852278904547425,39.846825692969794,73,249,322,0.2267080745341615,268
DROP0367,Wooli,The Core,1,Technical Weapon,Filth Monster,249.0,37.6613734371752,41.242834099333415,72,250,322,0.2236024844720497,269
DROP0097,Jessica Audiffred,Mess,2,Technical Weapon,Filth Monster,296.0,33.16789270480195,38.52208767956539,70,252,322,0.21739130434782608,270
DROP0004,Skrillex,First of the Year,1,Technical Weapon,Pressure Engine,284.0,34.708068923556695,39.20752749521868,69,253,322,0.21428571428571427,271
DROP0340,Ahee,Bass Baddie,1,Technical Weapon,Impact Cannon,223.0,37.16115997722668,42.26966015932646,67,255,322,0.2080745341614907,272
DROP0190,DJ Fresh,Gold Dust (Flux Pavillion Remix),1,Technical Weapon,Pressure Engine,265.0,37.577705677659985,40.65077694889983,64,258,322,0.19875776397515527,273
DROP0321,"Effin, LSDREAM",DIZZY SPELL,2,Technical Weapon,Impact Cannon,277.0,37.78334405164039,39.569439241972034,64,258,322,0.19875776397515527,274
DROP0254,Peekaboo,Evil Lair,1,Technical Weapon,Impact Cannon,268.0,37.815416753168506,40.44694594437045,62,260,322,0.19254658385093168,275
DROP0071,Doctor P,Tetris,3,Technical Weapon,Pressure Engine,280.0,36.24392290864091,39.33945782335898,62,260,322,0.19254658385093168,276
DROP0390,"Ganja White Night, Boogie T.",Flava,1,Technical Weapon,Impact Cannon,301.0,33.95224445627919,37.714763955873735,60,262,322,0.18633540372670807,277
DROP0116,Skrillex,Scary Monsters and Nice Sprites,2,Technical Weapon,Impact Cannon,264.0,38.18201481352948,40.65475685131652,58,264,322,0.18012422360248448,278
DROP0258,"Skrillex, Sirah",Bangarang (feat. Sirah) (feat. Sirah),2,Technical Weapon,Filth Monster,283.0,32.39984467019269,39.21222424757637,57,265,322,0.17701863354037267,279
DROP0155,Jessica Audiffred,Goes Like,1,Technical Weapon,Impact Cannon,275.0,34.27906338542913,39.78828573234598,54,268,322,0.16770186335403728,280
DROP0420,"Black Tiger Sex Machine, Wasiu",Die A God,2,Technical Weapon,Filth Monster,299.0,35.21447682689945,38.238227321474014,54,268,322,0.16770186335403728,281
DROP0236,Zingara,Mind & Body,1,Technical Weapon,Impact Cannon,312.0,34.53876150030309,36.52167213198513,51,271,322,0.15838509316770186,282
DROP0344,"Excision, Wooli",Titans,2,Filth Monster,Technical Weapon,272.0,35.22126564475252,40.06954971848547,50,272,322,0.15527950310559005,283
DROP0001,GRiZ,Infinite,1,Impact Cannon,Technical Weapon,291.0,34.233566386511214,38.78294635355581,50,272,322,0.15527950310559005,284
DROP0106,"Marauda, Eptic",Wall Of Death,1,Technical Weapon,Filth Monster,289.0,33.27262525452478,38.9199835699082,48,274,322,0.14906832298136646,285
DROP0231,"Tape B, Wooli",Dopamine,2,Technical Weapon,Filth Monster,293.0,36.26619127210889,38.722873816191736,48,274,322,0.14906832298136646,286
DROP0269,Boogie T,Lotis Eater,1,Technical Weapon,Impact Cannon,270.0,38.44933469237549,40.14824472012113,47,275,322,0.14596273291925466,287
DROP0156,Jessica Audiffred,Goes Like,2,Technical Weapon,Filth Monster,279.0,33.943658774302726,39.38460937089786,47,275,322,0.14596273291925466,288
DROP0318,BARELY ALIVE,don_t stop,2,Technical Weapon,Filth Monster,290.0,31.96300237516057,38.81504781071774,47,275,322,0.14596273291925466,289
DROP0175,GRiZ,Vibe Check,3,Technical Weapon,Impact Cannon,285.0,35.416840578218775,39.176158956605526,46,276,322,0.14285714285714285,290
DROP0174,GRiZ,Vibe Check,2,Technical Weapon,Impact Cannon,287.0,35.636322158023276,39.06294814421362,46,276,322,0.14285714285714285,291
DROP0163,ALLEYCVT,SO DAMN GOOD,1,Technical Weapon,Filth Monster,288.0,34.256207139063825,39.00889719262082,43,279,322,0.13354037267080746,292
DROP0040,Excision,Exterminate,2,Filth Monster,Technical Weapon,306.0,34.038711618406126,37.254322172000805,42,280,322,0.13043478260869565,293
DROP0172,"Levity, ALLEYCVT",ONE FOR YOU,1,Technical Weapon,Impact Cannon,315.0,34.0773213187213,36.460189373319125,42,280,322,0.13043478260869565,294
DROP0192,DJ Fresh,Gold Dust (Flux Pavillion Remix),3,Technical Weapon,Pressure Engine,271.0,37.14395293819538,40.10923004932017,40,282,322,0.12422360248447205,295
DROP0081,Flux Pavilion,I Cant Stop,1,Technical Weapon,Impact Cannon,282.0,36.47335590668628,39.277032742088565,40,282,322,0.12422360248447205,296
DROP0053,GRiZ,Vibe Check,1,Technical Weapon,Impact Cannon,300.0,34.57413216523073,38.19928499194731,38,284,322,0.11801242236024845,297
DROP0418,Zingara,The Crossroads,2,Technical Weapon,Impact Cannon,307.0,32.32380683162209,37.06481457753497,38,284,322,0.11801242236024845,298
DROP0109,Rezz,Blue People,1,Technical Weapon,Impact Cannon,308.0,33.30737905647241,37.02919268994734,35,287,322,0.10869565217391304,299
DROP0388,"GRiZ, Boogie T",Supa Fly,2,Technical Weapon,Impact Cannon,281.0,36.13818506381038,39.290337834432535,33,289,322,0.10248447204968944,300
DROP0041,Excision,The Paradox,2,Technical Weapon,Impact Cannon,302.0,34.018006326319494,37.64092384785867,33,289,322,0.10248447204968944,301
DROP0110,Rezz,Blue People,2,Technical Weapon,Impact Cannon,304.0,32.433134533133504,37.311749723473355,33,289,322,0.10248447204968944,302
DROP0191,DJ Fresh,Gold Dust (Flux Pavillion Remix),2,Technical Weapon,Filth Monster,256.0,35.96199009824531,40.92419330826725,32,290,322,0.09937888198757763,303
DROP0199,"GRiZ, Levity",Pop Off (Extended Mix),3,Technical Weapon,Filth Monster,318.0,28.817974509906215,36.17346454944121,32,290,322,0.09937888198757763,304
DROP0391,"Ganja White Night, Boogie T.",Flava,2,Technical Weapon,Filth Monster,319.0,30.320162552850483,36.12794134645634,32,290,322,0.09937888198757763,305
DROP0198,"GRiZ, Levity",Pop Off (Extended Mix),2,Technical Weapon,Filth Monster,317.0,30.1852624752978,36.41505408355077,31,291,322,0.09627329192546584,306
DROP0387,"GRiZ, Boogie T",Supa Fly,1,Technical Weapon,Impact Cannon,297.0,35.868877553647806,38.41192706282213,30,292,322,0.09316770186335403,307
DROP0248,"Liquid Stranger, Space Jesus",Spaceboss,1,Technical Weapon,Pressure Engine,303.0,32.4691147904017,37.48242910081515,30,292,322,0.09316770186335403,308
DROP0070,Doctor P,Tetris,2,Technical Weapon,Pressure Engine,320.0,31.5077047759385,35.19146102301056,30,292,322,0.09316770186335403,309
DROP0309,Zeds Dead,Sweet Memories,2,Technical Weapon,Impact Cannon,298.0,38.93404376472293,38.39719435416232,27,295,322,0.08385093167701864,310
DROP0012,Subtronics,Nothing Between,1,Technical Weapon,Impact Cannon,310.0,31.144907897165176,36.69655214862601,26,296,322,0.08074534161490683,311
DROP0297,"Cojaxx, LSDREAM",PEACE LOVE & WUBZ,2,Technical Weapon,Impact Cannon,309.0,34.29573927555924,36.748284116216055,24,298,322,0.07453416149068323,312
DROP0173,"Levity, ALLEYCVT",ONE FOR YOU,2,Technical Weapon,Impact Cannon,311.0,29.29109823118505,36.68925147873517,23,299,322,0.07142857142857142,313
DROP0197,"GRiZ, Levity",Pop Off (Extended Mix),1,Technical Weapon,Filth Monster,314.0,28.756347082999195,36.477211738576806,20,302,322,0.062111801242236024,314
DROP0314,"Zeds Dead, Memorecks",Collapse,1,Technical Weapon,Filth Monster,316.0,31.430802297790382,36.44497956884871,19,303,322,0.059006211180124224,315
DROP0067,"Benny Benassi, Gary Go",Cinema feat. Gary Go (Skrillex Remix),2,Technical Weapon,Filth Monster,324.0,24.15962860957958,33.775858236833244,16,306,322,0.049689440993788817,316
DROP0284,Levity,Postman (Extended Mix),1,Technical Weapon,Cinematic,327.0,25.153260360728503,32.75646448079818,13,309,322,0.040372670807453416,317
DROP0315,"Zeds Dead, Memorecks",Collapse,2,Technical Weapon,Filth Monster,313.0,28.948250025014836,36.48084281786205,11,311,322,0.034161490683229816,318
DROP0246,Darude,Sandstorm (Original Version),1,Technical Weapon,Groove Driver,321.0,25.63736295955512,34.809590050578436,10,312,322,0.031055900621118012,319
DROP0154,GRiZ,Mystik Dub,3,Technical Weapon,Groove Driver,322.0,28.736513915435076,34.30254991085715,8,314,322,0.024844720496894408,320
DROP0052,GRiZ,Mystik Dub,1,Technical Weapon,Groove Driver,323.0,28.61620953347745,33.90901673155972,8,314,322,0.024844720496894408,321
DROP0285,Levity,Postman (Extended Mix),2,Technical Weapon,Groove Driver,325.0,26.01175198438834,33.72980084458832,8,314,322,0.024844720496894408,322
DROP0032,Excision,Exterminate,1,Filth Monster,Technical Weapon,326.0,30.138937799308195,33.134782944891114,8,314,322,0.024844720496894408,323
